"IN","TIME","ROAD","LI","CONTRI","LEN","FS","JF","CF","SP","DE","TT"
386,1195.9333333333334,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,-0.8598627282032015,1.7164713359007682,63.99,+,-1.9886285735212335
387,1206.9166666666667,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,-0.8598627282032015,0.5416343873224874,52.29,+,-0.9152225043186397
388,1216.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,-0.6997550568561167,-0.6332025612557934,48.27,+,-0.4263011014539484
389,1226.9166666666667,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,-0.8598627282032015,1.2465365564694553,50.99,+,-0.7655477219685637
390,1236.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,-0.8598627282032015,1.0115691667538003,54.99,+,-1.2034731836097303
391,1246.9333333333334,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,-0.8598627282032015,0.42415069246465914,52.77,+,-0.9686228954641729
392,1256.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,-0.7471534144418329,-0.7506862561136216,48.49,+,-0.4551548428227635
393,1266.9166666666667,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,-0.8598627282032015,-0.5157188663979652,52.6,+,-0.9498217192518008
394,1276.95,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,1.594310707413048,-0.398235171540137,37.88,+,1.3180633002617852
395,1286.9166666666667,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,0.5139524978076728,0.18918330274900272,42.77,+,0.39151390846763434
396,1296.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,3.0234854459384986,1.4815039461851116,29.52,+,3.613096068532434
397,1306.95,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,1.8865882934587161,1.7164713359007682,36.55,+,1.612955459965459
398,1316.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,1.0047429562924293,0.18918330274900272,40.55,+,0.7844589405231936
399,1326.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,-0.8598627282032015,0.5416343873224874,54.99,+,-1.2034731836097303
400,1336.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,-0.8598627282032015,1.7164713359007682,57.86,+,-1.4803768362180472
401,1346.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,1.2412187434385837,0.42415069246465914,39.48,+,0.9896340679966472
402,1356.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,0.44805182645210484,-0.6332025612557934,43.07,+,0.3415201175620279
403,1366.9833333333333,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,-0.8598627282032015,1.4815039461851116,56.39,+,-1.342069330997195
404,1376.916666666667,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,-0.8598627282032015,1.0115691667538003,54.96,+,-1.2004259921128586
405,1386.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,-0.8598627282032015,-0.5157188663979652,50.02,+,-0.6487990439318874
406,1396.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,-0.5771680138311619,-0.6332025612557934,47.72,+,-0.35300280310033094
407,1406.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,-0.5879303158646215,1.4815039461851116,47.77,+,-0.359736030233239
408,1416.9333333333334,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,-0.37297913278538614,-0.2807514766823088,46.79,+,-0.2251417122991854
409,1426.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,0.15179366294200647,1.2465365564694553,44.41,+,0.12646088573557138
410,1436.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,-0.8598627282032015,0.42415069246465914,50.97,+,-0.7631853989220994
411,1446.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,-0.8598627282032015,0.3066669976068309,54.77,+,-1.1810495929414895
412,1456.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,-0.8598627282032015,-0.2807514766823088,50.06,+,-0.653702862519141
413,1466.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,-0.8598627282032015,1.1290528616116284,55.48,+,-1.2527774889974868
414,1476.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,-0.8598627282032015,-0.398235171540137,49.7,+,-0.6092843302935852
415,1486.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,-0.44330266799032114,-1.1031373406871063,47.11,+,-0.26970659478583475
416,1496.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,1.1197374163759708,1.2465365564694553,40.03,+,0.8828002148706806
417,1506.916666666667,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,-0.741256262642677,0.7766017770381437,48.46,+,-0.4512356683512039
418,1516.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,-0.8598627282032015,1.1290528616116284,51.94,+,-0.875662494200299
419,1526.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,-0.5428908189985678,-0.398235171540137,47.56,+,-0.3313613390035101
420,1535.9333333333334,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,2.2584037143955005,1.1290528616116284,34.53,+,2.1042889265455003
421,1546.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,-0.2458217971160854,1.0115691667538003,46.22,+,-0.14423197220093098
422,1556.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,1.1315317199742825,1.2465365564694553,39.97,+,0.8943119409964037
423,1566.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,1.2605319155808197,-0.2807514766823088,39.39,+,1.0074000133291912
424,1576.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,-0.8598627282032015,-0.045784086966653696,50.88,+,-0.7525319627069627
425,1586.9333333333334,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,0.4427443898328644,0.07169960789117451,43.1,+,0.33655901678005024
426,1597.033333333333,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,0.6365395408326276,-0.8681699509714498,42.22,+,0.4850144544859076
427,1606.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,0.7846317653889324,-1.3381047304027627,41.55,+,0.6022594953630561
428,1616.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,0.4873416003139815,1.0115691667538003,42.89,+,0.37143246687934406
429,1626.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,-0.4723461406011644,1.4815039461851116,47.24,+,-0.2876386181440555
430,1636.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,2.977929948290019,1.2465365564694553,29.81,+,3.511931459958812
431,1646.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,0.6506189907531128,0.07169960789117451,42.15,+,0.4970895665197308
432,1656.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,0.11736903931443349,1.3640202513272834,44.57,+,0.10164638668556894
433,1666.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,-0.7342533948811792,0.5416343873224874,48.43,+,-0.4473116384084861
434,1676.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,0.290892731004598,-0.6332025612557934,43.78,+,0.22593107764324807
435,1686.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,0.609854928941447,-0.9856536458292781,42.34,+,0.4644071541731067
436,1696.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,0.7726163185981519,-1.3381047304027627,41.6,+,0.5933794623086762
437,1707.0,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,-0.8598627282032015,-0.045784086966653696,49.01,+,-0.5223248498578579
438,1716.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,1.2502856143297862,0.894085471895972,39.44,+,0.9975200335888147
439,1726.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,0.4521798327115141,-0.5157188663979652,43.05,+,0.3448313594312246
440,1736.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,1.9611872637180392,-0.2807514766823088,36.21,+,1.691818215513308
441,1746.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,-0.43593122824137626,0.6591180821803155,47.08,+,-0.26555437213645383
442,1756.916666666667,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,-0.8598627282032015,0.42415069246465914,51.32,+,-0.8042602218456295
443,1766.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,0.0345877709337814,0.6591180821803155,44.95,+,0.04341995133128437
444,1776.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,-0.4032020357560605,0.18918330274900272,46.93,+,-0.24471362964632765
445,1786.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,-0.2901241500072446,-0.7506862561136216,46.42,+,-0.17284763800739247
446,1796.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,0.3300350760714959,0.894085471895972,43.61,+,0.2532646260082814
447,1807.05,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,0.4538752638537714,0.894085471895972,43.05,+,0.3448313594312246
448,1816.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,1.1386820165307592,0.6591180821803155,39.94,+,0.9000807742063742
449,1826.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,1.4983345618817845,0.5416343873224874,38.31,+,1.2271022910829499
450,1836.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,1.6017558615594825,1.5989876410429398,37.84,+,1.3266298872661646
451,1846.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,0.7202053819831532,-0.045784086966653696,41.84,+,0.5510507387817769
452,1856.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,-0.8598627282032015,0.894085471895972,52.61,+,-0.9509310342654159
453,1866.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,-0.8598627282032015,0.6591180821803155,56.17,+,-1.3207474704226112
454,1876.9833333333331,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,-0.8598627282032015,-0.6332025612557934,51.12,+,-0.7808577657265553
455,1886.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,0.3440408115944913,1.1290528616116284,43.54,+,0.2645816559630867
456,1896.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,-0.1367244888316998,-0.398235171540137,45.72,+,-0.0715975011414427
457,1906.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,0.292367018954387,0.3066669976068309,43.78,+,0.22593107764324807
458,1916.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,-0.32543334640469107,-0.7506862561136216,46.58,+,-0.19556324253422
459,1926.9333333333332,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,-0.6199960787725322,-1.2206210355449345,47.91,+,-0.37851429941692893
460,1936.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,-0.7521659934711155,-1.4555884252605908,48.51,+,-0.4577649327683653
461,1946.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,-0.6154257861281863,1.0115691667538003,47.89,+,-0.375838411462675
462,1956.916666666667,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,-0.8598627282032015,-0.045784086966653696,57.25,+,-1.4238460726635642
463,1966.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,-0.8598627282032015,-0.8681699509714498,52.7,+,-0.9608959247292745
464,1976.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,-0.8598627282032015,-1.3381047304027627,50.66,+,-0.7263308744815732
465,1986.916666666667,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,-0.8598627282032015,-1.4555884252605908,50.03,+,-0.6500257337104105
466,1996.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,-0.8598627282032015,-1.573072120118419,49.54,+,-0.5893355416764284
467,2006.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,-0.6628978581113919,0.3066669976068309,48.11,+,-0.4051508145134327
468,2016.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,-0.8598627282032015,0.5416343873224874,59.19,+,-1.5995926337455197
469,2026.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,-0.8598627282032015,-0.6332025612557934,53.57,+,-1.0554969684216684
470,2036.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,0.02013974902584921,1.3640202513272834,45.01,+,0.03431617711593972
471,2047.0,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,1.1590271902378473,0.42415069246465914,39.85,+,0.9174393887661678
472,2056.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,0.046382074532093365,-0.7506862561136216,44.89,+,0.05254806176640888
473,2066.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,-0.4530329684589286,-1.2206210355449345,47.16,+,-0.2766152264769863
474,2076.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,-0.6772721656218346,-1.4555884252605908,48.17,+,-0.41309863746302766
475,2086.9166666666665,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,2.207761923320249,1.3640202513272834,34.86,+,2.0201302464622923
476,2096.933333333333,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,0.5409319672888115,-0.2807514766823088,42.65,+,0.4117083523063636
477,2106.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,-0.23107891761819543,-0.9856536458292781,46.15,+,-0.13415789370997627
478,2116.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,-0.5776103002160986,-1.3381047304027627,47.72,+,-0.35300280310033094
479,2126.9166666666665,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,-0.7331476789188375,-1.4555884252605908,48.43,+,-0.4473116384084861
480,2136.9166666666665,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,-0.8598627282032015,0.18918330274900272,57.61,+,-1.4573532675248406
481,2146.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,-0.8598627282032015,-0.8681699509714498,52.87,+,-0.9796259314210795
482,2156.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,-0.8598627282032015,0.5416343873224874,54.41,+,-1.1439653027621448
483,2166.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,-0.8598627282032015,-0.6332025612557934,51.43,+,-0.817053989223498
484,2176.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,-0.8598627282032015,-1.2206210355449345,50.09,+,-0.6573755867016294
485,2186.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,-0.8598627282032015,-1.4555884252605908,49.57,+,-0.5930857489373963
486,2196.9166666666665,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,0.47038728889140813,0.42415069246465914,42.97,+,0.3581071506628959
487,2206.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,-0.8598627282032015,0.07169960789117451,50.0,+,-0.6463441923471072
488,2217.0,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,-0.8598627282032015,-0.8681699509714498,49.45,+,-0.5780576180813164
489,2226.9166666666665,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,-0.8598627282032015,-1.3381047304027627,49.2,+,-0.5465135612327428
490,2236.9166666666665,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,-0.8598627282032015,-1.4555884252605908,49.12,+,-0.5363516484564442
491,2246.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,-0.8598627282032015,-1.573072120118419,49.07,+,-0.529983626898033
492,2256.9166666666665,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,-0.8598627282032015,-1.573072120118419,49.07,+,-0.529983626898033
493,2266.933333333333,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,-0.8598627282032015,-1.573072120118419,49.07,+,-0.529983626898033
494,2276.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,-0.8598627282032015,0.6591180821803155,53.66,+,-1.0651082019917626
495,2286.9166666666665,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,-0.8598627282032015,-0.6332025612557934,51.09,+,-0.7773315941234119
496,2296.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,-0.8598627282032015,1.4815039461851116,73.24,+,-2.594513605598286
497,2306.9166666666665,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,-0.8598627282032015,-0.2807514766823088,60.02,+,-1.6713130329269927
498,2316.9166666666665,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,-0.8598627282032015,-0.9856536458292781,53.95,+,-1.0958595966743905
499,2326.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,-0.8598627282032015,-1.3381047304027627,51.61,+,-0.8378716083476656
500,2336.9166666666665,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,-0.8598627282032015,-1.4555884252605908,50.61,+,-0.720344313395426
501,2346.9166666666665,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,-0.8598627282032015,-0.2807514766823088,50.03,+,-0.6500257337104105
502,2356.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,-0.8598627282032015,-0.9856536458292781,49.46,+,-0.5793127475572151
503,2366.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,-0.8598627282032015,-1.3381047304027627,49.24,+,-0.5515821351114193
504,2376.9166666666665,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,-0.8598627282032015,0.42415069246465914,55.29,+,-1.2337632260528713
505,2387.0,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,-0.8598627282032015,-0.7506862561136216,51.82,+,-0.861976043768003
506,2396.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,-0.8598627282032015,-1.2206210355449345,50.27,+,-0.679319876247128
507,2406.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,-0.8039872149061986,-1.4555884252605908,48.75,+,-0.48891896635907056
508,2416.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,-0.8598627282032015,0.3066669976068309,51.22,+,-0.7925818388233029
509,2426.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,0.05640723259065857,-0.1632677818244819,44.85,+,0.05864703707757583
510,2436.933333333333,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,0.21990576622225805,-0.9856536458292781,44.11,+,0.17347327901339482
511,2446.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,0.6966167747865293,0.42415069246465914,41.95,+,0.5318119387361799
512,2456.9166666666665,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,1.032090997761015,0.07169960789117451,40.43,+,0.8069285530279772
513,2466.9166666666665,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,1.578240968760348,1.1290528616116284,37.95,+,1.303115226706318
514,2476.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,1.0857550791333346,-0.398235171540137,40.18,+,0.8541713140963472
515,2486.9166666666665,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,-0.4690289927141391,1.2465365564694553,47.23,+,-0.2862627364189359
516,2496.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,-0.8598627282032015,0.894085471895972,50.16,+,-0.6659281917523159
517,2506.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,-0.4073300420154697,1.3640202513272834,46.95,+,-0.2475000894445116
518,2516.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,0.12392962069099445,-0.045784086966653696,44.54,+,0.10628552525263184
519,2526.9166666666665,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,1.0947482356270475,0.894085471895972,40.14,+,0.8617847663334957
520,2536.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,0.2913350173895348,0.6591180821803155,43.78,+,0.22593107764324807
521,2546.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,0.6296103874686195,-0.6332025612557934,42.25,+,0.47985165510576533
522,2557.0,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,0.7815357606943755,-1.2206210355449345,41.56,+,0.6004817794099173
523,2566.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,-0.3658288362289095,-0.6332025612557934,46.76,+,-0.22093248242734223
524,2576.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,-0.35278138787327695,1.1290528616116284,46.7,+,-0.2124977986712997
525,2586.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,1.1096385439199163,0.07169960789117451,40.07,+,0.8751448834798632
526,2596.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,-0.29720073216623183,1.3640202513272834,46.45,+,-0.17711873404692316
527,2606.933333333333,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,0.2438629454063292,-0.2807514766823088,44.0,+,0.19087178222562887
528,2616.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,-0.07111867506608949,0.7766017770381437,45.43,+,-0.028736927811609744
529,2626.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,0.3453676707493014,-0.5157188663979652,43.54,+,0.2645816559630867
530,2636.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,1.1488546033843035,0.7766017770381437,39.9,+,0.9077860461663625
531,2646.9166666666665,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,0.4401643859207338,1.3640202513272834,43.11,+,0.3349068509200027
532,2656.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,0.5748405901339584,-0.2807514766823088,42.5,+,0.4371117747470233
533,2666.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,0.21113375292101352,1.0115691667538003,44.15,+,0.16716804568619822
534,2676.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,1.2620799179280981,0.07169960789117451,39.38,+,1.0093790199364057
535,2686.9166666666665,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,1.0045955274974503,-0.045784086966653696,40.55,+,0.7844589405231936
536,2696.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,0.7066419328450947,-0.8681699509714498,41.9,+,0.5405443253049353
537,2706.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,0.5729240157992327,-1.3381047304027627,42.51,+,0.43541263577251604
