"IN","TIME","ROAD","LI","CONTRI","LEN","FS","JF","CF","SP","DE","TT"
0,0.9166666666666666,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,2.9143249748178652,1.5881895272250488,24.95,+,3.9043504037644903
1,67.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.16315161449910656,0.205318764292822,53.64,+,-0.21601412955437474
2,77.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.8759823187132817,0.949941482794791,59.81,+,-0.5856609744026711
3,87.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.33852635509049134,-0.32655460606572606,54.95,+,-0.3014379992145592
4,97.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.07693416354698712,0.7371921346513712,52.99,+,-0.17206046604321695
5,106.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,0.11078789953041125,-0.32655460606572606,51.57,+,-0.0721843363539636
6,117.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,0.31315570443104607,-0.9648026504959851,50.05,+,0.04100533159210395
7,127.91666666666669,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.03176755098992517,1.5881895272250488,52.65,+,-0.1486370068087642
8,137.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,1.2568439230049264,0.4180681124362417,42.95,+,0.6758325074613637
9,147.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,2.6438598156004294,0.4180681124362417,27.89,+,3.0922818799608884
10,157.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,1.6593880166939596,-0.6456786282808555,38.59,+,1.1814393627140873
11,167.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,1.2201226652218473,-1.071177324567695,43.22,+,0.6478761719062645
12,177.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.10585148590600538,0.6308174605796614,53.2,+,-0.1863783274444627
13,187.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,2.8594836203994682,1.5881895272250488,25.54,+,3.726389345400117
14,196.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,2.3460808823987818,1.481814853153339,31.12,+,2.3769973523199517
15,207.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,1.41196050246125,0.7371921346513712,41.28,+,0.856873960043075
16,217.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,0.7766880879752368,0.7371921346513712,46.56,+,0.3288596735301474
17,226.9333333333333,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,0.9537732801664158,-0.11380525792230754,45.23,+,0.4502478794500886
18,236.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,1.0437857956055785,-0.8584279764242753,44.55,+,0.5151111775942735
19,247.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,1.2411826005443118,0.4180681124362417,43.07,+,0.6633641967249256
20,256.9166666666667,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,1.2453518263188097,-0.4329292801374359,43.03,+,0.6675125734088672
21,265.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,1.1870895687008245,0.205318764292822,43.47,+,0.6223003253860677
22,276.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,1.153415052829879,0.31169343836453184,43.73,+,0.5960116537632233
23,287.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,0.512102606132093,-0.0074305838505977,48.55,+,0.15965385947936153
24,297.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.04566497023825194,0.7371921346513712,52.75,+,-0.15555760399211335
25,307.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.07196316358508559,1.481814853153339,52.95,+,-0.169320377994128
26,316.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,0.9452210221674455,0.6308174605796614,45.29,+,0.4446181599970413
27,326.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.7317698682056448,1.1626908309382094,57.91,+,-0.4802245560192605
28,336.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,0.45881134847600913,0.4180681124362417,48.95,+,0.1273032496284534
29,345.9333333333333,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,0.6019013151212811,-0.6456786282808555,47.88,+,0.21505208295342654
30,356.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,1.9410780145350441,1.481814853153339,35.53,+,1.6103984292562494
31,366.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,0.6079413473330538,0.205318764292822,47.83,+,0.219248512081567
32,376.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,0.5224187673433509,-0.6456786282808555,48.48,+,0.16537010146854003
33,386.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,0.4211279616680462,-1.071177324567695,49.24,+,0.10417772102387081
34,396.9333333333333,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,0.1413087702642365,1.5881895272250488,51.34,+,-0.05548730543315294
35,406.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,2.10266223910309,1.5881895272250488,33.77,+,1.8923346090754938
36,416.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.0960698408196831,1.481814853153339,53.13,+,-0.18161828305239364
37,426.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.12333016319140104,1.2690655050099193,53.34,+,-0.19586093556409867
38,436.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.1343411953650753,0.09894409022111214,53.42,+,-0.2012572531761712
39,446.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.1562029048749431,-0.7520533023525654,53.58,+,-0.21200154512943425
40,456.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.22317777532937932,-1.1775519986394047,54.09,+,-0.24582476093100575
41,466.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,1.8564641119577319,0.949941482794791,36.45,+,1.473858555065326
42,476.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,1.512984050074087,0.09894409022111214,40.18,+,0.9843438101967686
43,486.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.8759823187132817,1.481814853153339,63.1,+,-0.7532158800031308
44,496.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.4372514833661049,0.4180681124362417,55.7,+,-0.34853603361955293
45,506.91666666666674,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,0.014788803491969543,0.09894409022111214,52.3,+,-0.1242065048015776
46,515.9333333333333,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.4761108056489262,-0.7520533023525654,55.99,+,-0.3664090044419805
47,526.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.8759823187132817,1.2690655050099193,63.11,+,-0.7536985350722201
48,536.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.8759823187132817,-0.2201799319940162,60.84,+,-0.6400659510302433
49,546.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.8759823187132817,-0.8584279764242753,59.97,+,-0.5942348374585263
50,556.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,0.44560880019009885,-0.4329292801374359,49.05,+,0.11929804010622364
51,566.9333333333333,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,0.9648912155650772,0.4180681124362417,45.15,+,0.45777744738005727
52,576.9166666666666,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.049620389562775626,-0.6456786282808555,52.78,+,-0.15762866940535722
53,586.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,0.778772700862486,1.0563161568665007,46.55,+,0.32974648592425204
54,596.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.039785292863959786,0.4180681124362417,52.71,+,-0.1527925162159539
55,605.9166666666666,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.5005916441709787,-0.6456786282808555,56.17,+,-0.37740974759642265
56,616.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.8759823187132817,-0.0074305838505977,66.1,+,-0.8914626034988492
57,626.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.8759823187132817,-0.7520533023525654,62.19,+,-0.7086445198434531
58,636.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.8759823187132817,-1.1775519986394047,60.43,+,-0.618631791031931
59,646.9166666666666,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.8759823187132817,1.375440179081629,87.51,+,-1.602875829750077
60,656.9166666666666,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.8759823187132817,-0.11380525792230754,71.8,+,-1.1223038246673969
61,666.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,0.2703944144361945,1.5881895272250488,50.37,+,0.016608223137912655
62,676.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.20756990448125856,-0.0074305838505977,53.97,+,-0.23792386652279113
63,685.9333333333333,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.5759584177869046,-0.7520533023525654,56.74,+,-0.41178496958892513
64,696.9166666666665,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.7412842552294994,-1.1775519986394047,57.99,+,-0.4848033143776068
65,706.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.8155285449830604,-1.2839266727111147,58.54,+,-0.5159435055060028
66,716.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.8488823511790445,-1.3903013467828245,58.8,+,-0.5304615363569388
67,726.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.8638488026772426,-1.3903013467828245,58.91,+,-0.5365652021745176
68,736.9333333333333,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.869568125214054,-1.3903013467828245,58.95,+,-0.5387790693968086
69,746.9166666666665,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.869568125214054,-1.3903013467828245,58.95,+,-0.5387790693968086
70,756.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.8742184155009941,-1.3903013467828245,58.99,+,-0.5409899342563638
71,766.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.8742184155009941,-1.3903013467828245,58.99,+,-0.5409899342563638
72,776.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.8742184155009941,-1.3903013467828245,58.99,+,-0.5409899342563638
73,786.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.8742184155009941,-1.3903013467828245,58.99,+,-0.5409899342563638
74,796.9166666666665,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,0.25975754354997527,1.0563161568665007,50.45,+,0.01055730501039784
75,806.9166666666665,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.3661608387496642,-0.32655460606572606,55.16,+,-0.3147545500590167
76,816.9166666666665,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.8159027062705153,1.0563161568665007,58.55,+,-0.5165042755342721
77,826.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.8490427060165252,-0.32655460606572606,58.8,+,-0.5304615363569388
78,836.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.8639022542897362,-0.9648026504959851,58.91,+,-0.5365652021745176
79,846.9166666666665,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.8696215768265475,-1.1775519986394047,58.95,+,-0.5387790693968086
80,855.9333333333333,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.8735769961510713,-1.3903013467828245,58.98,+,-0.5404374991789186
81,866.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.8742184155009941,-1.3903013467828245,58.99,+,-0.5409899342563638
82,876.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.8742184155009941,-1.3903013467828245,58.99,+,-0.5409899342563638
83,886.9166666666665,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.8742184155009941,-1.3903013467828245,58.99,+,-0.5409899342563638
84,896.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.8742184155009941,-1.3903013467828245,58.99,+,-0.5409899342563638
85,906.9333333333333,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.8742184155009941,-1.3903013467828245,58.99,+,-0.5409899342563638
86,916.9166666666665,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.8742184155009941,-1.3903013467828245,58.99,+,-0.5409899342563638
87,926.9166666666665,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.8742184155009941,-1.3903013467828245,58.99,+,-0.5409899342563638
88,936.9166666666665,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.8742184155009941,-1.3903013467828245,58.99,+,-0.5409899342563638
89,946.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.8742184155009941,-1.3903013467828245,58.99,+,-0.5409899342563638
90,956.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.8742184155009941,-1.3903013467828245,58.99,+,-0.5409899342563638
91,966.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.8742184155009941,-1.3903013467828245,58.99,+,-0.5409899342563638
92,976.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.8742184155009941,-1.3903013467828245,58.99,+,-0.5409899342563638
93,986.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.81312322242085,-1.3903013467828245,58.53,+,-0.5153825438597502
94,996.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.77458460981299,-1.3903013467828245,58.24,+,-0.49903085861974283
95,1006.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.4433984188028648,0.4180681124362417,55.74,+,-0.3510123278336947
96,1016.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.6085639014079789,-0.6456786282808555,56.99,+,-0.42664488822130126
97,1025.95,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.6827547395490463,-1.071177324567695,57.55,+,-0.45946261184198434
98,1036.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,0.11399499628002512,0.4180681124362417,51.55,+,-0.07073833531238374
99,1046.9166666666667,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.8759823187132817,0.09894409022111214,61.9,+,-0.6941650985939739
100,1056.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.8759823187132817,-0.7520533023525654,59.75,+,-0.5824339373684058
101,1066.9166666666667,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.8759823187132817,1.6945642012967586,65.67,+,-0.8724227154291609
102,1076.9333333333334,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.6969728684723344,0.31169343836453184,57.65,+,-0.46525582851012537
103,1086.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.8759823187132817,0.205318764292822,64.48,+,-0.818407100142877
104,1096.9166666666667,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.8759823187132817,0.7371921346513712,60.99,+,-0.6478357150981117
105,1106.9166666666667,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.39865941914575137,1.5881895272250488,55.41,+,-0.33047597882172364
106,1116.9166666666667,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.515290837606709,-0.11380525792230754,56.29,+,-0.3847044904070727
107,1126.9166666666667,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.8759823187132817,0.8435668087230811,60.89,+,-0.6426601258290563
108,1136.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.8759823187132817,0.7371921346513712,62.6,+,-0.7288865178543901
109,1146.9166666666667,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,0.7811245718122027,1.5881895272250488,46.53,+,0.3315212542487523
110,1156.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.8759823187132817,1.6945642012967586,67.18,+,-0.9382088459955561
111,1166.9166666666667,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.8759823187132817,-0.0074305838505977,61.57,+,-0.6775225992533471
112,1176.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.8759823187132817,-0.8584279764242753,59.05,+,-0.5443006154622252
113,1186.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.8759823187132817,1.1626908309382094,59.77,+,-0.5835103362587046
114,1195.9333333333334,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.8759823187132817,1.5881895272250488,65.85,+,-0.8804231600002668
115,1206.9166666666667,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.6950486104225662,1.2690655050099193,57.64,+,-0.46467741140524815
116,1216.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.6483319011031908,-0.2201799319940162,57.29,+,-0.4443055993373991
117,1226.9166666666667,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.22659867852896742,0.7371921346513712,54.11,+,-0.24713816963922755
118,1236.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.2757207104105532,0.949941482794791,54.48,+,-0.27126229087661563
119,1246.9333333333334,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.6794941911869389,0.8435668087230811,57.52,+,-0.45772071889560995
120,1256.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,1.9323654016985932,0.8435668087230811,35.62,+,1.596730025535719
121,1266.9166666666667,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.24952942028870664,0.4180681124362417,54.29,+,-0.25891530158340714
122,1276.95,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.44831596715227273,-0.6456786282808555,55.78,+,-0.3534850705322894
123,1286.9166666666667,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.20906654963107832,0.205318764292822,53.98,+,-0.23858361608827872
124,1296.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,0.23367315665311586,1.375440179081629,50.65,+,-0.004486364588953462
125,1306.95,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.5280123213801773,1.481814853153339,56.38,+,-0.39015516933143657
126,1316.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.57333928877472,-0.11380525792230754,56.72,+,-0.410590517173044
127,1326.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.593704353134768,-0.8584279764242753,56.88,+,-0.42012261704323384
128,1336.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.6155126110321423,0.949941482794791,57.04,+,-0.4296012408973211
129,1346.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.8759823187132817,0.7371921346513712,62.75,+,-0.7362260369854764
130,1356.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.8759823187132817,1.0563161568665007,65.29,+,-0.8553880219672739
131,1366.9833333333333,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,2.1486840774600484,1.481814853153339,33.27,+,1.9778709275320747
132,1376.916666666667,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.8759823187132817,1.1626908309382094,61.59,+,-0.6785363123307212
133,1386.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.8759823187132817,-0.11380525792230754,59.89,+,-0.589953632337716
134,1396.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,0.1702260926232549,0.5244427865079515,51.13,+,-0.04011099817177212
135,1406.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.27026864593620964,-0.5393039542091458,54.44,+,-0.26867008681331755
136,1416.9333333333334,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.45761654772615296,-1.071177324567695,55.85,+,-0.35780384737265736
137,1426.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.5417493857910234,-1.2839266727111147,56.48,+,-0.3961911056835862
138,1436.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.6783717073245741,0.7371921346513712,57.51,+,-0.4571396840665134
139,1446.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.6605723203642171,-0.32655460606572606,57.38,+,-0.4495678018112913
140,1456.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.49337567648434755,-0.0074305838505977,56.12,+,-0.3743610641739086
141,1466.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.8426285125172975,1.481814853153339,58.75,+,-0.5276795870082857
142,1476.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.8759823187132817,0.4180681124362417,60.24,+,-0.6085999543171435
143,1486.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.5838692564359521,-0.6456786282808555,56.8,+,-0.4153632798545263
144,1496.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.31586287139322006,-1.071177324567695,54.78,+,-0.2905831546780876
145,1506.916666666667,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.8759823187132817,0.5244427865079515,60.73,+,-0.6343437302546877
146,1516.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,0.20716115685630798,1.481814853153339,50.85,+,-0.019411696571004767
147,1526.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,0.14098806058927515,0.09894409022111214,51.35,+,-0.05621637353745497
148,1535.9333333333334,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.22210874307950804,0.31169343836453184,54.08,+,-0.2451676922808396
149,1546.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,0.3093071883315094,1.2690655050099193,50.08,+,0.03870485793837941
150,1556.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.43992406399078315,0.7371921346513712,55.72,+,-0.3497746251441061
151,1566.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,0.01521641639191801,-0.4329292801374359,52.29,+,-0.12350368485202223
152,1576.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.8759823187132817,0.4180681124362417,60.16,+,-0.6043570659305632
153,1586.9333333333334,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,0.3407367364777254,0.09894409022111214,49.84,+,0.05718619122391852
154,1597.033333333333,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,0.4756486064114821,-0.7520533023525654,48.83,+,0.13695278131959615
155,1606.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,0.5362627349791841,-1.1775519986394047,48.37,+,0.17438619477997905
156,1616.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,0.38200138132275707,0.7371921346513712,49.53,+,0.08132299408677629
157,1626.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,0.9273147319821013,1.5881895272250488,45.43,+,0.43153997762100965
158,1636.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,0.7736947976755972,0.09894409022111214,46.58,+,0.3270871910507341
159,1646.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.44200867687803214,0.205318764292822,55.73,+,-0.3503935875334622
160,1656.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,0.5929214442223624,1.6945642012967586,47.95,+,0.20919178499141272
161,1666.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,0.2084439955561534,0.6308174605796614,50.84,+,-0.01866821893047485
162,1676.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,0.698862540184607,-0.5393039542091458,47.15,+,0.2772035568856559
163,1686.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,0.8929453451487396,-1.071177324567695,45.69,+,0.4074645580620672
164,1696.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,0.9432433125051838,-1.2839266727111147,45.31,+,0.4427449001510818
165,1707.0,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,0.9658533445899615,-1.3903013467828245,45.14,+,0.458720519925118
166,1716.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,2.9312691359783254,0.4180681124362417,24.76,+,3.9634652850532675
167,1726.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,3.293831423522173,0.949941482794791,20.82,+,5.432490558153662
168,1736.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,2.2581529798468685,0.31169343836453184,32.08,+,2.1921719346637287
169,1746.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,1.8233775638242151,1.375440179081629,36.81,+,1.4222877914849763
170,1756.916666666667,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,1.2776366002649224,-0.0074305838505977,42.74,+,0.6978205222246362
171,1766.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.8552430930657787,1.1626908309382094,58.84,+,-0.5326836916830227
172,1776.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.02439122846581326,-0.2201799319940162,52.59,+,-0.14447201534930387
173,1786.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,0.3117659625062136,-0.9648026504959851,50.06,+,0.040238200678676284
174,1796.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,0.6373397342045144,1.1626908309382094,47.61,+,0.23781751265463022
175,1807.05,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,0.5356213156292612,-0.2201799319940162,48.38,+,0.17356485575232186
176,1816.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,0.48992018694726375,-0.8584279764242753,48.72,+,0.1458399432296525
177,1826.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,0.4065891230697969,-1.1775519986394047,49.35,+,0.09547706709022516
178,1836.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.8759823187132817,0.8435668087230811,60.38,+,-0.615997955134288
179,1846.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.29950667797018937,-0.4329292801374359,54.66,+,-0.2828802592525183
180,1856.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.25439351702562096,0.6308174605796614,54.32,+,-0.2608705685492256
181,1866.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.7006075781218968,0.7371921346513712,57.68,+,-0.46698987646046364
182,1876.9833333333331,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.28470058130947196,-0.4329292801374359,54.55,+,-0.27578950042951056
